Sentence,Token,Filename
471,o,2018 Residential Churn Questionnaire - Apr11_clean.json
472,o,2018 Residential Churn Questionnaire - Apr11_clean.json
473,o,2018 Residential Churn Questionnaire - Apr11_clean.json
474,o,2018 Residential Churn Questionnaire - Apr11_clean.json
475,o,2018 Residential Churn Questionnaire - Apr11_clean.json
476,o,2018 Residential Churn Questionnaire - Apr11_clean.json
477,o,2018 Residential Churn Questionnaire - Apr11_clean.json
478,o,2018 Residential Churn Questionnaire - Apr11_clean.json
479,o,2018 Residential Churn Questionnaire - Apr11_clean.json
480,o,2018 Residential Churn Questionnaire - Apr11_clean.json
481,[SINGLE,2018 Residential Churn Questionnaire - Apr11_clean.json
481,CHOICE,2018 Residential Churn Questionnaire - Apr11_clean.json
481,FLAT],2018 Residential Churn Questionnaire - Apr11_clean.json
482,[ASK,2018 Residential Churn Questionnaire - Apr11_clean.json
482,ONLY,2018 Residential Churn Questionnaire - Apr11_clean.json
482,THOSE,2018 Residential Churn Questionnaire - Apr11_clean.json
482,WHO,2018 Residential Churn Questionnaire - Apr11_clean.json
482,HAVE,2018 Residential Churn Questionnaire - Apr11_clean.json
482,A,2018 Residential Churn Questionnaire - Apr11_clean.json
482,NEW,2018 Residential Churn Questionnaire - Apr11_clean.json
482,TV,2018 Residential Churn Questionnaire - Apr11_clean.json
482,OR,2018 Residential Churn Questionnaire - Apr11_clean.json
482,INT,2018 Residential Churn Questionnaire - Apr11_clean.json
482,PROVIDER],2018 Residential Churn Questionnaire - Apr11_clean.json
483,Q_NPS_NEWPROVIDER1.,2018 Residential Churn Questionnaire - Apr11_clean.json
483,How,2018 Residential Churn Questionnaire - Apr11_clean.json
483,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
483,are,2018 Residential Churn Questionnaire - Apr11_clean.json
483,you,2018 Residential Churn Questionnaire - Apr11_clean.json
483,to,2018 Residential Churn Questionnaire - Apr11_clean.json
483,recommend,2018 Residential Churn Questionnaire - Apr11_clean.json
483,<INSERT,2018 Residential Churn Questionnaire - Apr11_clean.json
483,NEW,2018 Residential Churn Questionnaire - Apr11_clean.json
483,PROVIDER,2018 Residential Churn Questionnaire - Apr11_clean.json
483,FROM,2018 Residential Churn Questionnaire - Apr11_clean.json
483,S1Q4/S1Q5>,2018 Residential Churn Questionnaire - Apr11_clean.json
483,as,2018 Residential Churn Questionnaire - Apr11_clean.json
483,a,2018 Residential Churn Questionnaire - Apr11_clean.json
483,[TV/Internet/TV,2018 Residential Churn Questionnaire - Apr11_clean.json
483,&,2018 Residential Churn Questionnaire - Apr11_clean.json
483,Internet],2018 Residential Churn Questionnaire - Apr11_clean.json
483,provider,2018 Residential Churn Questionnaire - Apr11_clean.json
483,to,2018 Residential Churn Questionnaire - Apr11_clean.json
483,your,2018 Residential Churn Questionnaire - Apr11_clean.json
483,friends,2018 Residential Churn Questionnaire - Apr11_clean.json
483,and,2018 Residential Churn Questionnaire - Apr11_clean.json
483,family?,2018 Residential Churn Questionnaire - Apr11_clean.json
483,Please,2018 Residential Churn Questionnaire - Apr11_clean.json
483,use,2018 Residential Churn Questionnaire - Apr11_clean.json
483,a,2018 Residential Churn Questionnaire - Apr11_clean.json
483,scale,2018 Residential Churn Questionnaire - Apr11_clean.json
483,of,2018 Residential Churn Questionnaire - Apr11_clean.json
483,1,2018 Residential Churn Questionnaire - Apr11_clean.json
483,to,2018 Residential Churn Questionnaire - Apr11_clean.json
483,"10,",2018 Residential Churn Questionnaire - Apr11_clean.json
483,where,2018 Residential Churn Questionnaire - Apr11_clean.json
483,1,2018 Residential Churn Questionnaire - Apr11_clean.json
483,is,2018 Residential Churn Questionnaire - Apr11_clean.json
483,not,2018 Residential Churn Questionnaire - Apr11_clean.json
483,at,2018 Residential Churn Questionnaire - Apr11_clean.json
483,all,2018 Residential Churn Questionnaire - Apr11_clean.json
483,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
483,to,2018 Residential Churn Questionnaire - Apr11_clean.json
483,"recommend,",2018 Residential Churn Questionnaire - Apr11_clean.json
483,and,2018 Residential Churn Questionnaire - Apr11_clean.json
483,10,2018 Residential Churn Questionnaire - Apr11_clean.json
483,is,2018 Residential Churn Questionnaire - Apr11_clean.json
483,extremely,2018 Residential Churn Questionnaire - Apr11_clean.json
483,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
483,to,2018 Residential Churn Questionnaire - Apr11_clean.json
483,recommend.,2018 Residential Churn Questionnaire - Apr11_clean.json
484,[COLUMNS],2018 Residential Churn Questionnaire - Apr11_clean.json
485,Not,2018 Residential Churn Questionnaire - Apr11_clean.json
485,at,2018 Residential Churn Questionnaire - Apr11_clean.json
485,all,2018 Residential Churn Questionnaire - Apr11_clean.json
485,likely										Extremely,2018 Residential Churn Questionnaire - Apr11_clean.json
485,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
486,1,2018 Residential Churn Questionnaire - Apr11_clean.json
487,2,2018 Residential Churn Questionnaire - Apr11_clean.json
488,3,2018 Residential Churn Questionnaire - Apr11_clean.json
489,4,2018 Residential Churn Questionnaire - Apr11_clean.json
490,5,2018 Residential Churn Questionnaire - Apr11_clean.json
491,6,2018 Residential Churn Questionnaire - Apr11_clean.json
492,7,2018 Residential Churn Questionnaire - Apr11_clean.json
493,8,2018 Residential Churn Questionnaire - Apr11_clean.json
494,9,2018 Residential Churn Questionnaire - Apr11_clean.json
495,10,2018 Residential Churn Questionnaire - Apr11_clean.json
496,o,2018 Residential Churn Questionnaire - Apr11_clean.json
497,o,2018 Residential Churn Questionnaire - Apr11_clean.json
498,o,2018 Residential Churn Questionnaire - Apr11_clean.json
499,o,2018 Residential Churn Questionnaire - Apr11_clean.json
500,o,2018 Residential Churn Questionnaire - Apr11_clean.json
501,o,2018 Residential Churn Questionnaire - Apr11_clean.json
502,o,2018 Residential Churn Questionnaire - Apr11_clean.json
503,o,2018 Residential Churn Questionnaire - Apr11_clean.json
504,o,2018 Residential Churn Questionnaire - Apr11_clean.json
505,o,2018 Residential Churn Questionnaire - Apr11_clean.json
506,[SINGLE,2018 Residential Churn Questionnaire - Apr11_clean.json
506,CHOICE,2018 Residential Churn Questionnaire - Apr11_clean.json
506,FLAT],2018 Residential Churn Questionnaire - Apr11_clean.json
507,[ASK,2018 Residential Churn Questionnaire - Apr11_clean.json
507,ONLY,2018 Residential Churn Questionnaire - Apr11_clean.json
507,IF,2018 Residential Churn Questionnaire - Apr11_clean.json
507,RESPONDENT,2018 Residential Churn Questionnaire - Apr11_clean.json
507,HAS,2018 Residential Churn Questionnaire - Apr11_clean.json
507,DIFFERENT,2018 Residential Churn Questionnaire - Apr11_clean.json
507,NEW,2018 Residential Churn Questionnaire - Apr11_clean.json
507,PROVIDERS,2018 Residential Churn Questionnaire - Apr11_clean.json
507,FOR,2018 Residential Churn Questionnaire - Apr11_clean.json
507,TV,2018 Residential Churn Questionnaire - Apr11_clean.json
507,&,2018 Residential Churn Questionnaire - Apr11_clean.json
507,INTERNET],2018 Residential Churn Questionnaire - Apr11_clean.json
508,Q_NPS_NEWPROVIDER2.,2018 Residential Churn Questionnaire - Apr11_clean.json
508,How,2018 Residential Churn Questionnaire - Apr11_clean.json
508,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
508,are,2018 Residential Churn Questionnaire - Apr11_clean.json
508,you,2018 Residential Churn Questionnaire - Apr11_clean.json
508,to,2018 Residential Churn Questionnaire - Apr11_clean.json
508,recommend,2018 Residential Churn Questionnaire - Apr11_clean.json
508,<INSERT,2018 Residential Churn Questionnaire - Apr11_clean.json
508,NEW,2018 Residential Churn Questionnaire - Apr11_clean.json
508,PROVIDER,2018 Residential Churn Questionnaire - Apr11_clean.json
508,FROM,2018 Residential Churn Questionnaire - Apr11_clean.json
508,S1Q4/S1Q5>,2018 Residential Churn Questionnaire - Apr11_clean.json
508,as,2018 Residential Churn Questionnaire - Apr11_clean.json
508,a,2018 Residential Churn Questionnaire - Apr11_clean.json
508,[TV/Internet],2018 Residential Churn Questionnaire - Apr11_clean.json
508,provider,2018 Residential Churn Questionnaire - Apr11_clean.json
508,to,2018 Residential Churn Questionnaire - Apr11_clean.json
508,your,2018 Residential Churn Questionnaire - Apr11_clean.json
508,friends,2018 Residential Churn Questionnaire - Apr11_clean.json
508,and,2018 Residential Churn Questionnaire - Apr11_clean.json
508,family?,2018 Residential Churn Questionnaire - Apr11_clean.json
508,Please,2018 Residential Churn Questionnaire - Apr11_clean.json
508,use,2018 Residential Churn Questionnaire - Apr11_clean.json
508,a,2018 Residential Churn Questionnaire - Apr11_clean.json
508,scale,2018 Residential Churn Questionnaire - Apr11_clean.json
508,of,2018 Residential Churn Questionnaire - Apr11_clean.json
508,1,2018 Residential Churn Questionnaire - Apr11_clean.json
508,to,2018 Residential Churn Questionnaire - Apr11_clean.json
508,"10,",2018 Residential Churn Questionnaire - Apr11_clean.json
508,where,2018 Residential Churn Questionnaire - Apr11_clean.json
508,1,2018 Residential Churn Questionnaire - Apr11_clean.json
508,is,2018 Residential Churn Questionnaire - Apr11_clean.json
508,not,2018 Residential Churn Questionnaire - Apr11_clean.json
508,at,2018 Residential Churn Questionnaire - Apr11_clean.json
508,all,2018 Residential Churn Questionnaire - Apr11_clean.json
508,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
508,to,2018 Residential Churn Questionnaire - Apr11_clean.json
508,"recommend,",2018 Residential Churn Questionnaire - Apr11_clean.json
508,and,2018 Residential Churn Questionnaire - Apr11_clean.json
508,10,2018 Residential Churn Questionnaire - Apr11_clean.json
508,is,2018 Residential Churn Questionnaire - Apr11_clean.json
508,extremely,2018 Residential Churn Questionnaire - Apr11_clean.json
508,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
508,to,2018 Residential Churn Questionnaire - Apr11_clean.json
508,recommend.,2018 Residential Churn Questionnaire - Apr11_clean.json
509,[COLUMNS],2018 Residential Churn Questionnaire - Apr11_clean.json
510,Not,2018 Residential Churn Questionnaire - Apr11_clean.json
510,at,2018 Residential Churn Questionnaire - Apr11_clean.json
510,all,2018 Residential Churn Questionnaire - Apr11_clean.json
510,likely										Extremely,2018 Residential Churn Questionnaire - Apr11_clean.json
510,likely,2018 Residential Churn Questionnaire - Apr11_clean.json
511,1,2018 Residential Churn Questionnaire - Apr11_clean.json
512,2,2018 Residential Churn Questionnaire - Apr11_clean.json
513,3,2018 Residential Churn Questionnaire - Apr11_clean.json
514,4,2018 Residential Churn Questionnaire - Apr11_clean.json
515,5,2018 Residential Churn Questionnaire - Apr11_clean.json
516,6,2018 Residential Churn Questionnaire - Apr11_clean.json
517,7,2018 Residential Churn Questionnaire - Apr11_clean.json
518,8,2018 Residential Churn Questionnaire - Apr11_clean.json
519,9,2018 Residential Churn Questionnaire - Apr11_clean.json
520,10,2018 Residential Churn Questionnaire - Apr11_clean.json
521,o,2018 Residential Churn Questionnaire - Apr11_clean.json
522,o,2018 Residential Churn Questionnaire - Apr11_clean.json
523,o,2018 Residential Churn Questionnaire - Apr11_clean.json
524,o,2018 Residential Churn Questionnaire - Apr11_clean.json
525,o,2018 Residential Churn Questionnaire - Apr11_clean.json
526,o,2018 Residential Churn Questionnaire - Apr11_clean.json
527,o,2018 Residential Churn Questionnaire - Apr11_clean.json
528,o,2018 Residential Churn Questionnaire - Apr11_clean.json
529,o,2018 Residential Churn Questionnaire - Apr11_clean.json
530,o,2018 Residential Churn Questionnaire - Apr11_clean.json
531,Section,2018 Residential Churn Questionnaire - Apr11_clean.json
531,5:,2018 Residential Churn Questionnaire - Apr11_clean.json
531,Demographics,2018 Residential Churn Questionnaire - Apr11_clean.json
532,D1.	How,2018 Residential Churn Questionnaire - Apr11_clean.json
532,old,2018 Residential Churn Questionnaire - Apr11_clean.json
532,are,2018 Residential Churn Questionnaire - Apr11_clean.json
532,you?,2018 Residential Churn Questionnaire - Apr11_clean.json
533,INTERVIEWER,2018 Residential Churn Questionnaire - Apr11_clean.json
533,TO,2018 Residential Churn Questionnaire - Apr11_clean.json
533,SELECT,2018 Residential Churn Questionnaire - Apr11_clean.json
533,CORRECT,2018 Residential Churn Questionnaire - Apr11_clean.json
533,BOX,2018 Residential Churn Questionnaire - Apr11_clean.json
534,18,2018 Residential Churn Questionnaire - Apr11_clean.json
534,to,2018 Residential Churn Questionnaire - Apr11_clean.json
534,24,2018 Residential Churn Questionnaire - Apr11_clean.json
534,years,2018 Residential Churn Questionnaire - Apr11_clean.json
534,old		1,2018 Residential Churn Questionnaire - Apr11_clean.json
535,25,2018 Residential Churn Questionnaire - Apr11_clean.json
535,to,2018 Residential Churn Questionnaire - Apr11_clean.json
535,39,2018 Residential Churn Questionnaire - Apr11_clean.json
535,years,2018 Residential Churn Questionnaire - Apr11_clean.json
535,old		2,2018 Residential Churn Questionnaire - Apr11_clean.json
536,40,2018 Residential Churn Questionnaire - Apr11_clean.json
536,to,2018 Residential Churn Questionnaire - Apr11_clean.json
536,54,2018 Residential Churn Questionnaire - Apr11_clean.json
536,years,2018 Residential Churn Questionnaire - Apr11_clean.json
536,old		3,2018 Residential Churn Questionnaire - Apr11_clean.json
537,55,2018 Residential Churn Questionnaire - Apr11_clean.json
537,years,2018 Residential Churn Questionnaire - Apr11_clean.json
537,or,2018 Residential Churn Questionnaire - Apr11_clean.json
537,older		4,2018 Residential Churn Questionnaire - Apr11_clean.json
538,Prefer,2018 Residential Churn Questionnaire - Apr11_clean.json
538,not,2018 Residential Churn Questionnaire - Apr11_clean.json
538,to,2018 Residential Churn Questionnaire - Apr11_clean.json
538,say,2018 Residential Churn Questionnaire - Apr11_clean.json
539,D2.	Are,2018 Residential Churn Questionnaire - Apr11_clean.json
539,there,2018 Residential Churn Questionnaire - Apr11_clean.json
539,any,2018 Residential Churn Questionnaire - Apr11_clean.json
539,children,2018 Residential Churn Questionnaire - Apr11_clean.json
539,living,2018 Residential Churn Questionnaire - Apr11_clean.json
539,in,2018 Residential Churn Questionnaire - Apr11_clean.json
539,your,2018 Residential Churn Questionnaire - Apr11_clean.json
539,household,2018 Residential Churn Questionnaire - Apr11_clean.json
539,?,2018 Residential Churn Questionnaire - Apr11_clean.json
540,Yes	1,2018 Residential Churn Questionnaire - Apr11_clean.json
540,[ASK,2018 Residential Churn Questionnaire - Apr11_clean.json
540,NEXT,2018 Residential Churn Questionnaire - Apr11_clean.json
540,QUESTION],2018 Residential Churn Questionnaire - Apr11_clean.json
541,No	2,2018 Residential Churn Questionnaire - Apr11_clean.json
541,[SKIP,2018 Residential Churn Questionnaire - Apr11_clean.json
541,TO,2018 Residential Churn Questionnaire - Apr11_clean.json
541,D3],2018 Residential Churn Questionnaire - Apr11_clean.json
542,Prefer,2018 Residential Churn Questionnaire - Apr11_clean.json
542,not,2018 Residential Churn Questionnaire - Apr11_clean.json
542,to,2018 Residential Churn Questionnaire - Apr11_clean.json
542,say,2018 Residential Churn Questionnaire - Apr11_clean.json
543,D2a.	How,2018 Residential Churn Questionnaire - Apr11_clean.json
543,old,2018 Residential Churn Questionnaire - Apr11_clean.json
543,is,2018 Residential Churn Questionnaire - Apr11_clean.json
543,the,2018 Residential Churn Questionnaire - Apr11_clean.json
543,oldest,2018 Residential Churn Questionnaire - Apr11_clean.json
543,of,2018 Residential Churn Questionnaire - Apr11_clean.json
543,your,2018 Residential Churn Questionnaire - Apr11_clean.json
543,children,2018 Residential Churn Questionnaire - Apr11_clean.json
543,living,2018 Residential Churn Questionnaire - Apr11_clean.json
543,at,2018 Residential Churn Questionnaire - Apr11_clean.json
543,home?,2018 Residential Churn Questionnaire - Apr11_clean.json
543,[DO,2018 Residential Churn Questionnaire - Apr11_clean.json
543,NOT,2018 Residential Churn Questionnaire - Apr11_clean.json
543,"READ,",2018 Residential Churn Questionnaire - Apr11_clean.json
543,CHOOSE,2018 Residential Churn Questionnaire - Apr11_clean.json
543,ONE,2018 Residential Churn Questionnaire - Apr11_clean.json
543,ONLY],2018 Residential Churn Questionnaire - Apr11_clean.json
544,9,2018 Residential Churn Questionnaire - Apr11_clean.json
544,or,2018 Residential Churn Questionnaire - Apr11_clean.json
544,under			1,2018 Residential Churn Questionnaire - Apr11_clean.json
545,10,2018 Residential Churn Questionnaire - Apr11_clean.json
545,to,2018 Residential Churn Questionnaire - Apr11_clean.json
545,14,2018 Residential Churn Questionnaire - Apr11_clean.json
545,years,2018 Residential Churn Questionnaire - Apr11_clean.json
545,old		2,2018 Residential Churn Questionnaire - Apr11_clean.json
546,15,2018 Residential Churn Questionnaire - Apr11_clean.json
546,to,2018 Residential Churn Questionnaire - Apr11_clean.json
546,17,2018 Residential Churn Questionnaire - Apr11_clean.json
546,years,2018 Residential Churn Questionnaire - Apr11_clean.json
546,old		3,2018 Residential Churn Questionnaire - Apr11_clean.json
547,18,2018 Residential Churn Questionnaire - Apr11_clean.json
547,of,2018 Residential Churn Questionnaire - Apr11_clean.json
547,age,2018 Residential Churn Questionnaire - Apr11_clean.json
547,or,2018 Residential Churn Questionnaire - Apr11_clean.json
547,older		4,2018 Residential Churn Questionnaire - Apr11_clean.json
548,Prefer,2018 Residential Churn Questionnaire - Apr11_clean.json
548,not,2018 Residential Churn Questionnaire - Apr11_clean.json
548,to,2018 Residential Churn Questionnaire - Apr11_clean.json
548,answer		998,2018 Residential Churn Questionnaire - Apr11_clean.json
549,D3.,2018 Residential Churn Questionnaire - Apr11_clean.json
549,What,2018 Residential Churn Questionnaire - Apr11_clean.json
549,type,2018 Residential Churn Questionnaire - Apr11_clean.json
549,of,2018 Residential Churn Questionnaire - Apr11_clean.json
549,dwelling,2018 Residential Churn Questionnaire - Apr11_clean.json
549,do,2018 Residential Churn Questionnaire - Apr11_clean.json
549,you,2018 Residential Churn Questionnaire - Apr11_clean.json
549,reside,2018 Residential Churn Questionnaire - Apr11_clean.json
549,"in...[READ,",2018 Residential Churn Questionnaire - Apr11_clean.json
549,CHOOSE,2018 Residential Churn Questionnaire - Apr11_clean.json
549,ONE,2018 Residential Churn Questionnaire - Apr11_clean.json
549,ONLY],2018 Residential Churn Questionnaire - Apr11_clean.json
550,A,2018 Residential Churn Questionnaire - Apr11_clean.json
550,single,2018 Residential Churn Questionnaire - Apr11_clean.json
550,family,2018 Residential Churn Questionnaire - Apr11_clean.json
550,house,2018 Residential Churn Questionnaire - Apr11_clean.json
550,						1,2018 Residential Churn Questionnaire - Apr11_clean.json
551,An,2018 Residential Churn Questionnaire - Apr11_clean.json
551,apartment,2018 Residential Churn Questionnaire - Apr11_clean.json
551,or,2018 Residential Churn Questionnaire - Apr11_clean.json
551,condominium,2018 Residential Churn Questionnaire - Apr11_clean.json
551,or,2018 Residential Churn Questionnaire - Apr11_clean.json
551,a,2018 Residential Churn Questionnaire - Apr11_clean.json
551,multi-dwelling,2018 Residential Churn Questionnaire - Apr11_clean.json
551,building	2,2018 Residential Churn Questionnaire - Apr11_clean.json
552,Prefer,2018 Residential Churn Questionnaire - Apr11_clean.json
552,not,2018 Residential Churn Questionnaire - Apr11_clean.json
552,to,2018 Residential Churn Questionnaire - Apr11_clean.json
552,say,2018 Residential Churn Questionnaire - Apr11_clean.json
553,D4.	Record,2018 Residential Churn Questionnaire - Apr11_clean.json
553,Gender:,2018 Residential Churn Questionnaire - Apr11_clean.json
553,[DO,2018 Residential Churn Questionnaire - Apr11_clean.json
553,NOT,2018 Residential Churn Questionnaire - Apr11_clean.json
553,ASK],2018 Residential Churn Questionnaire - Apr11_clean.json
554,Male		1,2018 Residential Churn Questionnaire - Apr11_clean.json
555,Female	2,2018 Residential Churn Questionnaire - Apr11_clean.json
556,Don't,2018 Residential Churn Questionnaire - Apr11_clean.json
556,know		3,2018 Residential Churn Questionnaire - Apr11_clean.json
557,AUTHORIZATION,2018 Residential Churn Questionnaire - Apr11_clean.json
557,QUESTION,2018 Residential Churn Questionnaire - Apr11_clean.json
558,Z1.,2018 Residential Churn Questionnaire - Apr11_clean.json
558,	Your,2018 Residential Churn Questionnaire - Apr11_clean.json
558,responses,2018 Residential Churn Questionnaire - Apr11_clean.json
558,will,2018 Residential Churn Questionnaire - Apr11_clean.json
558,be,2018 Residential Churn Questionnaire - Apr11_clean.json
558,combined,2018 Residential Churn Questionnaire - Apr11_clean.json
558,with,2018 Residential Churn Questionnaire - Apr11_clean.json
558,those,2018 Residential Churn Questionnaire - Apr11_clean.json
558,of,2018 Residential Churn Questionnaire - Apr11_clean.json
558,other,2018 Residential Churn Questionnaire - Apr11_clean.json
558,customers.,2018 Residential Churn Questionnaire - Apr11_clean.json
558,May,2018 Residential Churn Questionnaire - Apr11_clean.json
558,we,2018 Residential Churn Questionnaire - Apr11_clean.json
558,also,2018 Residential Churn Questionnaire - Apr11_clean.json
558,have,2018 Residential Churn Questionnaire - Apr11_clean.json
558,your,2018 Residential Churn Questionnaire - Apr11_clean.json
558,permission,2018 Residential Churn Questionnaire - Apr11_clean.json
558,to,2018 Residential Churn Questionnaire - Apr11_clean.json
558,provide,2018 Residential Churn Questionnaire - Apr11_clean.json
558,Rogers,2018 Residential Churn Questionnaire - Apr11_clean.json
558,with,2018 Residential Churn Questionnaire - Apr11_clean.json
558,your,2018 Residential Churn Questionnaire - Apr11_clean.json
558,individual,2018 Residential Churn Questionnaire - Apr11_clean.json
558,survey,2018 Residential Churn Questionnaire - Apr11_clean.json
558,answers,2018 Residential Churn Questionnaire - Apr11_clean.json
558,for,2018 Residential Churn Questionnaire - Apr11_clean.json
558,analysis,2018 Residential Churn Questionnaire - Apr11_clean.json
558,purposes?,2018 Residential Churn Questionnaire - Apr11_clean.json
558,[IF,2018 Residential Churn Questionnaire - Apr11_clean.json
558,RESPONDENT,2018 Residential Churn Questionnaire - Apr11_clean.json
558,DOES,2018 Residential Churn Questionnaire - Apr11_clean.json
558,NOT,2018 Residential Churn Questionnaire - Apr11_clean.json
558,UNDERSTAND,2018 Residential Churn Questionnaire - Apr11_clean.json
558,THE,2018 Residential Churn Questionnaire - Apr11_clean.json
558,"QUESTION,",2018 Residential Churn Questionnaire - Apr11_clean.json
558,CLARIFY:,2018 Residential Churn Questionnaire - Apr11_clean.json
558,Would,2018 Residential Churn Questionnaire - Apr11_clean.json
558,you,2018 Residential Churn Questionnaire - Apr11_clean.json
558,allow,2018 Residential Churn Questionnaire - Apr11_clean.json
558,us,2018 Residential Churn Questionnaire - Apr11_clean.json
558,to,2018 Residential Churn Questionnaire - Apr11_clean.json
558,give,2018 Residential Churn Questionnaire - Apr11_clean.json
558,your,2018 Residential Churn Questionnaire - Apr11_clean.json
558,answers,2018 Residential Churn Questionnaire - Apr11_clean.json
558,to,2018 Residential Churn Questionnaire - Apr11_clean.json
558,this,2018 Residential Churn Questionnaire - Apr11_clean.json
558,survey,2018 Residential Churn Questionnaire - Apr11_clean.json
558,to,2018 Residential Churn Questionnaire - Apr11_clean.json
558,Rogers,2018 Residential Churn Questionnaire - Apr11_clean.json
558,to,2018 Residential Churn Questionnaire - Apr11_clean.json
558,help,2018 Residential Churn Questionnaire - Apr11_clean.json
558,them,2018 Residential Churn Questionnaire - Apr11_clean.json
558,better,2018 Residential Churn Questionnaire - Apr11_clean.json
558,understand,2018 Residential Churn Questionnaire - Apr11_clean.json
558,your,2018 Residential Churn Questionnaire - Apr11_clean.json
558,concerns?],2018 Residential Churn Questionnaire - Apr11_clean.json
559,Yes,2018 Residential Churn Questionnaire - Apr11_clean.json
559,			1,2018 Residential Churn Questionnaire - Apr11_clean.json
560,No			2,2018 Residential Churn Questionnaire - Apr11_clean.json
561,Thank,2018 Residential Churn Questionnaire - Apr11_clean.json
561,you,2018 Residential Churn Questionnaire - Apr11_clean.json
561,very,2018 Residential Churn Questionnaire - Apr11_clean.json
561,much,2018 Residential Churn Questionnaire - Apr11_clean.json
561,for,2018 Residential Churn Questionnaire - Apr11_clean.json
561,sharing,2018 Residential Churn Questionnaire - Apr11_clean.json
561,your,2018 Residential Churn Questionnaire - Apr11_clean.json
561,opinions,2018 Residential Churn Questionnaire - Apr11_clean.json
561,with,2018 Residential Churn Questionnaire - Apr11_clean.json
561,me,2018 Residential Churn Questionnaire - Apr11_clean.json
561,today.,2018 Residential Churn Questionnaire - Apr11_clean.json
561,Have,2018 Residential Churn Questionnaire - Apr11_clean.json
561,a,2018 Residential Churn Questionnaire - Apr11_clean.json
561,good,2018 Residential Churn Questionnaire - Apr11_clean.json
561,day/evening.,2018 Residential Churn Questionnaire - Apr11_clean.json
562,Data,2018 Residential Churn Questionnaire - Apr11_clean.json
562,to,2018 Residential Churn Questionnaire - Apr11_clean.json
562,Append,2018 Residential Churn Questionnaire - Apr11_clean.json
562,from,2018 Residential Churn Questionnaire - Apr11_clean.json
562,Rogers,2018 Residential Churn Questionnaire - Apr11_clean.json
562,Database:,2018 Residential Churn Questionnaire - Apr11_clean.json
563,Province:,2018 Residential Churn Questionnaire - Apr11_clean.json
563,Column,2018 Residential Churn Questionnaire - Apr11_clean.json
563,U,2018 Residential Churn Questionnaire - Apr11_clean.json
564,Hidden,2018 Residential Churn Questionnaire - Apr11_clean.json
564,Variable:,2018 Residential Churn Questionnaire - Apr11_clean.json
564,Auto,2018 Residential Churn Questionnaire - Apr11_clean.json
564,Calculations,2018 Residential Churn Questionnaire - Apr11_clean.json
565,HBundle_Delta:,2018 Residential Churn Questionnaire - Apr11_clean.json
565,ARPU,2018 Residential Churn Questionnaire - Apr11_clean.json
565,-,2018 Residential Churn Questionnaire - Apr11_clean.json
565,(minus),2018 Residential Churn Questionnaire - Apr11_clean.json
565,TOTAL_BELLBUNDLE_BILL,2018 Residential Churn Questionnaire - Apr11_clean.json
566,HTV_Delta:,2018 Residential Churn Questionnaire - Apr11_clean.json
566,ARPU,2018 Residential Churn Questionnaire - Apr11_clean.json
566,-,2018 Residential Churn Questionnaire - Apr11_clean.json
566,(minus),2018 Residential Churn Questionnaire - Apr11_clean.json
566,TOTAL_TV_BILL,2018 Residential Churn Questionnaire - Apr11_clean.json
567,HInternet_Delta:,2018 Residential Churn Questionnaire - Apr11_clean.json
567,ARPU,2018 Residential Churn Questionnaire - Apr11_clean.json
567,-,2018 Residential Churn Questionnaire - Apr11_clean.json
567,(minus),2018 Residential Churn Questionnaire - Apr11_clean.json
567,TOTAL_WIRELESS_BILL,2018 Residential Churn Questionnaire - Apr11_clean.json
1,ï»¿,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
2,PREPAID,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
2,PORT-OUT,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
2,QUESTIONNAIRE,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,CODING,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,TO,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,BE,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,COMPLETED,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,BY,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,Maru,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,/,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,Matchbox,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,FOR,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,THE,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,FOLLOWING,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
3,QUESTIONS:,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
4,Q3,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
5,Q4,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
6,"SAMPLING,",2018 Wireless Prepaid Questionnaire - Jan30_clean.json
6,ON,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
6,A,2018 Wireless Prepaid Questionnaire - Jan30_clean.json
